,Date,Username,Komen,Label,clean,case_folding,Tokenizing,Stopword,Hasil
265,8/12/2022 14:46,Araaaa 🍓 | Enggak rest,"Gas terus aja gapapa, walaupun aku belum vaksin booster tapi aku kuat soalnya jantung sama hati aku buatan Allah bukan buatan pabrik https://t.co/j4SYmkAXyN",1,Gas terus aja gapapa walaupun aku belum vaksin booster tapi aku kuat soalnya jantung sama hati aku buatan Allah bukan buatan pabrik,gas terus aja gapapa walaupun aku belum vaksin booster tapi aku kuat soalnya jantung sama hati aku buatan allah bukan buatan pabrik,"['gas', 'terus', 'saja', 'gapapa', 'walaupun', 'aku', 'belum', 'vaksin', 'booster', 'tapi', 'aku', 'kuat', 'soalnya', 'jantung', 'sama', 'hati', 'aku', 'buatan', 'allah', 'bukan', 'buatan', 'pabrik']","['gas', 'gapapa', 'vaksin', 'booster', 'kuat', 'jantung', 'hati', 'buatan', 'allah', 'buatan', 'pabrik']",gas gapapa vaksin booster kuat jantung hati buat allah buat pabrik
266,8/12/2022 14:48,Diah Indras,"@JSCLab Min, kalo mau daftar booster tapi tempat yang dituju ga ada di Jaki tuh kenapa? Padahal cek di kuota vaksin ada.",1,Min kalo mau daftar booster tapi tempat yang dituju ga ada di Jaki tuh kenapa Padahal cek di kuota vaksin ada,min kalo mau daftar booster tapi tempat yang dituju ga ada di jaki tuh kenapa padahal cek di kuota vaksin ada,"['min', 'kalo', 'mau', 'daftar', 'booster', 'tapi', 'tempat', 'yang', 'dituju', 'enggak', 'ada', 'di', 'jaki', 'tuh', 'kenapa', 'padahal', 'cek', 'di', 'kuota', 'vaksin', 'ada']","['min', 'kalo', 'daftar', 'booster', 'dituju', 'jaki', 'tuh', 'cek', 'kuota', 'vaksin']",min kalo daftar booster tuju jaki tuh cek kuota vaksin
267,8/12/2022 14:53,kia✨,"w vaksin booster cuma karna pengen sebenarnya, bukan butuh",1,w vaksin booster cuma karna pengen sebenarnya bukan butuh,w vaksin booster cuma karna pengen sebenarnya bukan butuh,"['gue', 'vaksin', 'booster', 'cuma', 'karena', 'pengin', 'sebenarnya', 'bukan', 'butuh']","['gue', 'vaksin', 'booster', 'pengin', 'butuh']",gue vaksin booster pengin butuh
268,8/12/2022 14:55,rava,AKU BELUM VAKSIN BOOSTER TAPI AKU MASIH KUAT JADI AYOK KASIH SERANGAN LAGI. AKU KUAT KOK.. @bbrightvc @winmetawin,1,AKU BELUM VAKSIN BOOSTER TAPI AKU MASIH KUAT JADI AYOK KASIH SERANGAN LAGI AKU KUAT KOK,aku belum vaksin booster tapi aku masih kuat jadi ayok kasih serangan lagi aku kuat kok,"['aku', 'belum', 'vaksin', 'booster', 'tapi', 'aku', 'masih', 'kuat', 'jadi', 'ayok', 'kasih', 'serangan', 'lagi', 'aku', 'kuat', 'kok']","['vaksin', 'booster', 'kuat', 'ayok', 'kasih', 'serangan', 'kuat']",vaksin booster kuat ayok kasih serang kuat
269,8/12/2022 14:58,caca marica hey hey - follbacknya yaa,Caca udah vaksin booster. Gas terus @bbrightvc @winmetawin,1,Caca udah vaksin booster Gas terus,caca udah vaksin booster gas terus,"['caca', 'sudah', 'vaksin', 'booster', 'gas', 'terus']","['caca', 'vaksin', 'booster', 'gas']",caca vaksin booster gas
270,8/12/2022 15:01,erin potter🧸,hari ini booster ga sesakit kmrn deh vaksin 1 sm 2 wkwk,1,hari ini booster ga sesakit kmrn deh vaksin sm wkwk,hari ini booster ga sesakit kmrn deh vaksin sm wkwk,"['hari', 'ini', 'booster', 'enggak', 'sesakit', 'kemarin', 'deh', 'vaksin', 'sama', 'wkwk']","['booster', 'sesakit', 'kemarin', 'deh', 'vaksin', 'wkwk']",booster sakit kemarin deh vaksin wkwk
271,8/12/2022 15:01,ara,ada yang udah vaksin booster belum sih?,1,ada yang udah vaksin booster belum sih,ada yang udah vaksin booster belum sih,"['ada', 'yang', 'sudah', 'vaksin', 'booster', 'belum', 'sih']","['vaksin', 'booster', 'sih']",vaksin booster sih
272,8/12/2022 15:04,Je.,"Mau co pc tengah malem, tp besok vaksin booster:( harus bobo cepet",1,Mau co pc tengah malem tp besok vaksin booster harus bobo cepet,mau co pc tengah malem tp besok vaksin booster harus bobo cepet,"['mau', 'cowok', 'pc', 'tengah', 'malam', 'tapi', 'besok', 'vaksin', 'booster', 'harus', 'bobo', 'cepat']","['cowok', 'pc', 'malam', 'besok', 'vaksin', 'booster', 'bobo', 'cepat']",cowok pc malam besok vaksin booster bobo cepat
273,8/12/2022 15:19,Fanka Qutrotunnada,vaksin booster kpn y enaknya,1,vaksin booster kpn y enaknya,vaksin booster kpn y enaknya,"['vaksin', 'booster', 'kapan', 'ya', 'enaknya']","['vaksin', 'booster', 'ya', 'enaknya']",vaksin booster ya enak
274,8/12/2022 15:24,Semarang Menfess !!!,"Mau tanya dong buat yg udh vaksin booster ke 3 yg pake pfizer ada ga reaksinya, makasi ndes",1,Mau tanya dong buat yg udh vaksin booster ke yg pake pfizer ada ga reaksinya makasi ndes,mau tanya dong buat yg udh vaksin booster ke yg pake pfizer ada ga reaksinya makasi ndes,"['mau', 'tanya', 'dong', 'buat', 'yang', 'sudah', 'vaksin', 'booster', 'ke', 'yang', 'pakai', 'pfizer', 'ada', 'enggak', 'reaksinya', 'terima', 'kasih', 'ndes']","['vaksin', 'booster', 'pakai', 'pfizer', 'reaksinya', 'terima', 'kasih', 'ndes']",vaksin booster pakai pfizer reaksi terima kasih ndes
275,8/12/2022 15:24,vand,Pengen vaksin booster tp takut efeknya,1,Pengen vaksin booster tp takut efeknya,pengen vaksin booster tp takut efeknya,"['pengin', 'vaksin', 'booster', 'tapi', 'takut', 'efeknya']","['pengin', 'vaksin', 'booster', 'takut', 'efeknya']",pengin vaksin booster takut efek
276,8/12/2022 15:27,megdud🧞‍♀️,@SmgMenfess2 boosterku astra. gejalane kek omicron. h+3 vaksin aku pos cov wkwk,1,boosterku astra gejalane kek omicron h vaksin aku pos cov wkwk,boosterku astra gejalane kek omicron h vaksin aku pos cov wkwk,"['boosterku', 'astra', 'gejalane', 'kayak', 'omicron', 'h', 'vaksin', 'aku', 'pos', 'cov', 'wkwk']","['boosterku', 'astra', 'gejalane', 'kayak', 'omicron', 'h', 'vaksin', 'pos', 'cov', 'wkwk']",boosterku astra gejalane kayak omicron h vaksin pos cov wkwk
277,8/12/2022 15:40,kyoong tyong 🐶🌹,@renjunbase renjun sini maju gatakut aku dah vaksin booster,1,renjun sini maju gatakut aku dah vaksin booster,renjun sini maju gatakut aku dah vaksin booster,"['renjun', 'sini', 'maju', 'gatakut', 'aku', 'deh', 'vaksin', 'booster']","['renjun', 'maju', 'gatakut', 'deh', 'vaksin', 'booster']",renjun maju gatakut deh vaksin booster
278,8/12/2022 15:41,Nat 🛸,Blekoyen waktunya vaksin booster lagi ,1,Blekoyen waktunya vaksin booster lagi,blekoyen waktunya vaksin booster lagi,"['blekoyen', 'waktunya', 'vaksin', 'booster', 'lagi']","['blekoyen', 'vaksin', 'booster']",blekoyen vaksin booster
279,8/12/2022 15:44,dey🐬,"@dprdila sayangku booster itu bukan jenis vaksinnya, kalo vaksin ke-3 dengan jenis vaksin apapun disebut booster",1,sayangku booster itu bukan jenis vaksinnya kalo vaksin ke dengan jenis vaksin apapun disebut booster,sayangku booster itu bukan jenis vaksinnya kalo vaksin ke dengan jenis vaksin apapun disebut booster,"['sayangku', 'booster', 'itu', 'bukan', 'jenis', 'vaksinnya', 'kalo', 'vaksin', 'ke', 'dengan', 'jenis', 'vaksin', 'apapun', 'disebut', 'booster']","['sayangku', 'booster', 'jenis', 'vaksinnya', 'kalo', 'vaksin', 'jenis', 'vaksin', 'apapun', 'booster']",sayang booster jenis vaksin kalo vaksin jenis vaksin apa booster
280,8/12/2022 15:51,melll🍒,"gue vaksin booster berarti bukan agustus dong wkwk, lama bett",1,gue vaksin booster berarti bukan agustus dong wkwk lama bett,gue vaksin booster berarti bukan agustus dong wkwk lama bett,"['gue', 'vaksin', 'booster', 'berarti', 'bukan', 'agustus', 'dong', 'wkwk', 'lama', 'bett']","['gue', 'vaksin', 'booster', 'agustus', 'wkwk', 'bett']",gue vaksin booster agustus wkwk bett
281,8/12/2022 15:52,Yudhi Dharmawan,"@kompascom Tetaplah vaksin, ayo booster vaksin",1,Tetaplah vaksin ayo booster vaksin,tetaplah vaksin ayo booster vaksin,"['tetaplah', 'vaksin', 'ayo', 'booster', 'vaksin']","['tetaplah', 'vaksin', 'ayo', 'booster', 'vaksin']",tetap vaksin ayo booster vaksin
282,8/12/2022 15:54,Tinta Biru,"Presiden juga menekankan pentingnya vaksinasi yg harus terus digencarkan pelaksanaannya di daerah. Dilanjutkan dgn vaksinasi, vaksin 1, vaksin 2 hingga vaksin penguat atau booster, kata Presiden. https://t.co/KwWsrK1NkF",1,Presiden juga menekankan pentingnya vaksinasi yg harus terus digencarkan pelaksanaannya di daerah Dilanjutkan dgn vaksinasi vaksin  vaksin hingga vaksin penguat atau booster kata Presiden,presiden juga menekankan pentingnya vaksinasi yg harus terus digencarkan pelaksanaannya di daerah dilanjutkan dgn vaksinasi vaksin  vaksin hingga vaksin penguat atau booster kata presiden,"['presiden', 'juga', 'menekankan', 'pentingnya', 'vaksinasi', 'yang', 'harus', 'terus', 'digencarkan', 'pelaksanaannya', 'di', 'daerah', 'dilanjutkan', 'dengan', 'vaksinasi', 'vaksin', 'vaksin', 'hingga', 'vaksin', 'penguat', 'atau', 'booster', 'kata', 'presiden']","['presiden', 'menekankan', 'vaksinasi', 'digencarkan', 'pelaksanaannya', 'daerah', 'dilanjutkan', 'vaksinasi', 'vaksin', 'vaksin', 'vaksin', 'penguat', 'booster', 'presiden']",presiden tekan vaksinasi gencar laksana daerah lanjut vaksinasi vaksin vaksin vaksin kuat booster presiden
283,8/12/2022 16:20,Use Hope!,gaes maap oot disini ada yg udh vaksin booster blm? Gimana efeknya? Aku mau booster tapi maju mundur terus hope!,1,gaes maap oot disini ada yg udh vaksin booster blm Gimana efeknya Aku mau booster tapi maju mundur terus hope,gaes maap oot disini ada yg udh vaksin booster blm gimana efeknya aku mau booster tapi maju mundur terus hope,"['gaes', 'maaf', 'oot', 'disini', 'ada', 'yang', 'sudah', 'vaksin', 'booster', 'belum', 'bagaimana', 'efeknya', 'aku', 'mau', 'booster', 'tapi', 'maju', 'mundur', 'terus', 'hope']","['gaes', 'maaf', 'oot', 'vaksin', 'booster', 'efeknya', 'booster', 'maju', 'mundur', 'hope']",gaes maaf oot vaksin booster efek booster maju mundur hope
284,8/12/2022 16:37,Lambeosaurus off.,@Kalriesa ternyata vaksin booster juga tidak menjamin kuat menghadapi gantengnya nct dream,1,ternyata vaksin booster juga tidak menjamin kuat menghadapi gantengnya nct dream,ternyata vaksin booster juga tidak menjamin kuat menghadapi gantengnya nct dream,"['ternyata', 'vaksin', 'booster', 'juga', 'tidak', 'menjamin', 'kuat', 'menghadapi', 'gantengnya', 'nct', 'dream']","['vaksin', 'booster', 'menjamin', 'kuat', 'menghadapi', 'gantengnya', 'nct', 'dream']",vaksin booster jamin kuat hadap ganteng nct dream
285,8/12/2022 17:11,🥔,Gila ini efek vaksin booster sakit bgt di lengan smpe kaku,0,Gila ini efek vaksin booster sakit bgt di lengan smpe kaku,gila ini efek vaksin booster sakit bgt di lengan smpe kaku,"['gila', 'ini', 'efek', 'vaksin', 'booster', 'sakit', 'banget', 'di', 'lengan', 'sampai', 'kaku']","['gila', 'efek', 'vaksin', 'booster', 'sakit', 'banget', 'lengan', 'kaku']",gila efek vaksin booster sakit banget lengan kaku
286,8/12/2022 17:11,🐥,besok aku vaksin booster insyaallah huhu semoga gak kenapa kenapa,1,besok aku vaksin booster insyaallah huhu semoga gak kenapa kenapa,besok aku vaksin booster insyaallah huhu semoga gak kenapa kenapa,"['besok', 'aku', 'vaksin', 'booster', 'insyaallah', 'huhu', 'semoga', 'enggak', 'kenapa', 'kenapa']","['besok', 'vaksin', 'booster', 'insyaallah', 'huhu', 'semoga']",besok vaksin booster insyaallah huhu moga
287,8/12/2022 17:23,pengengemuk😩,@FOODFESS2 guys yg mau vaksin booster bisa daftar ya. https://t.co/rYKcRwDZyX,1,guys yg mau vaksin booster bisa daftar ya,guys yg mau vaksin booster bisa daftar ya,"['guys', 'yang', 'mau', 'vaksin', 'booster', 'bisa', 'daftar', 'ya']","['guys', 'vaksin', 'booster', 'daftar', 'ya']",guys vaksin booster daftar ya
288,8/12/2022 17:30,PENIKMAT SENYUMMU,Semoga bisa tidur lebih cepat dari biasanya biar ga telat vaksin booster ,1,Semoga bisa tidur lebih cepat dari biasanya biar ga telat vaksin booster,semoga bisa tidur lebih cepat dari biasanya biar ga telat vaksin booster,"['semoga', 'bisa', 'tidur', 'lebih', 'cepat', 'dari', 'biasanya', 'biar', 'enggak', 'telat', 'vaksin', 'booster']","['semoga', 'tidur', 'cepat', 'biar', 'telat', 'vaksin', 'booster']",moga tidur cepat biar telat vaksin booster
289,8/13/2022 4:51,ssefnum.,naik kereta jarak deket tuh minimal cuma vaksin pertama bisa kan ya? apa harus booster?,1,naik kereta jarak deket tuh minimal cuma vaksin pertama bisa kan ya apa harus booster,naik kereta jarak deket tuh minimal cuma vaksin pertama bisa kan ya apa harus booster,"['naik', 'kereta', 'jarak', 'dekat', 'tuh', 'minimal', 'cuma', 'vaksin', 'pertama', 'bisa', 'kan', 'ya', 'apa', 'harus', 'booster']","['kereta', 'jarak', 'tuh', 'minimal', 'vaksin', 'ya', 'booster']",kereta jarak tuh minimal vaksin ya booster
290,8/13/2022 4:53,Dikala Hujan,nakes siap untuk booster kedua atau vaksin ke 4 kita juga harus siap yak https://t.co/Jf3FiHre1r,1,nakes siap untuk booster kedua atau vaksin ke kita juga harus siap yak,nakes siap untuk booster kedua atau vaksin ke kita juga harus siap yak,"['nakes', 'siap', 'untuk', 'booster', 'kedua', 'atau', 'vaksin', 'ke', 'kita', 'juga', 'harus', 'siap', 'ya']","['nakes', 'booster', 'vaksin', 'ya']",nakes booster vaksin ya
291,8/13/2022 5:05,H,@wiena_kinasih 2 minggu ilang nafsu makan cepet lelah iya banget plus tambah daya inget juga nurun vaksin booster dah lngkp tetep aja kena,1,minggu ilang nafsu makan cepet lelah iya banget plus tambah daya inget juga nurun vaksin booster dah lngkp tetep aja kena,minggu ilang nafsu makan cepet lelah iya banget plus tambah daya inget juga nurun vaksin booster dah lngkp tetep aja kena,"['minggu', 'hilang', 'nafsu', 'makan', 'cepat', 'lelah', 'iya', 'banget', 'plus', 'tambah', 'daya', 'ingat', 'juga', 'nurun', 'vaksin', 'booster', 'deh', 'lngkp', 'tetap', 'saja', 'kena']","['minggu', 'hilang', 'nafsu', 'makan', 'cepat', 'lelah', 'iya', 'banget', 'plus', 'daya', 'nurun', 'vaksin', 'booster', 'deh', 'lngkp', 'kena']",minggu hilang nafsu makan cepat lelah iya banget plus daya nurun vaksin booster deh lngkp kena
292,8/13/2022 5:10,GioReza,RT @garuda080: Efektivitas vaksin primer menurun masyarakat dihimbau untuk segera melakukan vaksin booster sebagai upaya perlindungan diri,1,Efektivitas vaksin primer menurun masyarakat dihimbau untuk segera melakukan vaksin booster sebagai upaya perlindungan diri,efektivitas vaksin primer menurun masyarakat dihimbau untuk segera melakukan vaksin booster sebagai upaya perlindungan diri,"['efektivitas', 'vaksin', 'primer', 'menurun', 'masyarakat', 'dihimbau', 'untuk', 'segera', 'melakukan', 'vaksin', 'booster', 'sebagai', 'upaya', 'perlindungan', 'diri']","['efektivitas', 'vaksin', 'primer', 'menurun', 'masyarakat', 'dihimbau', 'vaksin', 'booster', 'upaya', 'perlindungan']",efektivitas vaksin primer turun masyarakat dihimbau vaksin booster upaya lindung
293,8/13/2022 5:11,antipiretik 2.0,@natanattda Mau siap2 nyuntikin vaksin booster 4 kayaknya Kak.,1,Mau siap nyuntikin vaksin booster kayaknya Kak,mau siap nyuntikin vaksin booster kayaknya kak,"['mau', 'siap', 'nyuntikin', 'vaksin', 'booster', 'kayaknya', 'kak']","['nyuntikin', 'vaksin', 'booster', 'kayaknya', 'kak']",nyuntikin vaksin booster kayak kak
294,8/13/2022 5:11,lawan_corona,RT @DwiKilaw: Antibodi Penduduk RI meningkat Jauh dan yang mengalami kenaikan antibodi paling tinggi adalah masyarakat yang sudah di vaksin,1,Antibodi Penduduk RI meningkat Jauh dan yang mengalami kenaikan antibodi paling tinggi adalah masyarakat yang sudah di vaksin,antibodi penduduk ri meningkat jauh dan yang mengalami kenaikan antibodi paling tinggi adalah masyarakat yang sudah di vaksin,"['antibodi', 'penduduk', 'ri', 'meningkat', 'jauh', 'dan', 'yang', 'mengalami', 'kenaikan', 'antibodi', 'paling', 'tinggi', 'adalah', 'masyarakat', 'yang', 'sudah', 'di', 'vaksin']","['antibodi', 'penduduk', 'ri', 'meningkat', 'mengalami', 'kenaikan', 'antibodi', 'masyarakat', 'vaksin']",antibodi duduk ri tingkat alami naik antibodi masyarakat vaksin
295,8/13/2022 5:15,Kepak_Sayap,@widiamustika22 Ayo Vaksin booster demi cegah lonjakan kasus Covid-19. NKRI Tumbuh Kuat,1,Ayo Vaksin booster demi cegah lonjakan kasus Covid NKRI Tumbuh Kuat,ayo vaksin booster demi cegah lonjakan kasus covid nkri tumbuh kuat,"['ayo', 'vaksin', 'booster', 'demi', 'cegah', 'lonjakan', 'kasus', 'covid', 'nkri', 'tumbuh', 'kuat']","['ayo', 'vaksin', 'booster', 'cegah', 'lonjakan', 'covid', 'nkri', 'tumbuh', 'kuat']",ayo vaksin booster cegah lonjak covid nkri tumbuh kuat
296,8/13/2022 5:35,Cah Gendeng,Efek vaksin booster ternyata lumayan berasa ketimbang yg ke 1 & 2 ,1,Efek vaksin booster ternyata lumayan berasa ketimbang yg ke ,efek vaksin booster ternyata lumayan berasa ketimbang yg ke ,"['efek', 'vaksin', 'booster', 'ternyata', 'lumayan', 'berasa', 'ketimbang', 'yang', 'ke']","['efek', 'vaksin', 'booster', 'lumayan', 'berasa', 'ketimbang']",efek vaksin booster lumayan asa ketimbang
297,8/13/2022 5:47,Erfan Diara,Setiap orang wajib disuntik vaksin tidak hanya sekali atau dua kali tetapi sampai 3 kali alias booster. NKRI Tumbuh Kuat,1,Setiap orang wajib disuntik vaksin tidak hanya sekali atau dua kali tetapi sampai kali alias booster NKRI Tumbuh Kuat,setiap orang wajib disuntik vaksin tidak hanya sekali atau dua kali tetapi sampai kali alias booster nkri tumbuh kuat,"['setiap', 'orang', 'wajib', 'disuntik', 'vaksin', 'tidak', 'hanya', 'sekali', 'atau', 'dua', 'kali', 'tetapi', 'sampai', 'kali', 'alias', 'booster', 'nkri', 'tumbuh', 'kuat']","['orang', 'wajib', 'disuntik', 'vaksin', 'kali', 'kali', 'alias', 'booster', 'nkri', 'tumbuh', 'kuat']",orang wajib suntik vaksin kali kali alias booster nkri tumbuh kuat
298,8/13/2022 5:47,Erfan Diara,Juru Bicara Tim Satgas Penanganan Corona Profesor Wiku Adisasmito menyatakan bahwa vaksin booster akan memperkuat antibodi manusia setelah 6 bulan disuntik vaksin (dosis kedua). NKRI Tumbuh Kuat,1,Juru Bicara Tim Satgas Penanganan Corona Profesor Wiku Adisasmito menyatakan bahwa vaksin booster akan memperkuat antibodi manusia setelah bulan disuntik vaksin dosis kedua NKRI Tumbuh Kuat,juru bicara tim satgas penanganan corona profesor wiku adisasmito menyatakan bahwa vaksin booster akan memperkuat antibodi manusia setelah bulan disuntik vaksin dosis kedua nkri tumbuh kuat,"['juru', 'bicara', 'tim', 'satgas', 'penanganan', 'corona', 'profesor', 'wiku', 'adisasmito', 'menyatakan', 'bahwa', 'vaksin', 'booster', 'akan', 'memperkuat', 'antibodi', 'manusia', 'setelah', 'bulan', 'disuntik', 'vaksin', 'dosis', 'kedua', 'nkri', 'tumbuh', 'kuat']","['juru', 'bicara', 'tim', 'satgas', 'penanganan', 'corona', 'profesor', 'wiku', 'adisasmito', 'vaksin', 'booster', 'memperkuat', 'antibodi', 'manusia', 'disuntik', 'vaksin', 'dosis', 'nkri', 'tumbuh', 'kuat']",juru bicara tim satgas tangan corona profesor wiku adisasmito vaksin booster kuat antibodi manusia suntik vaksin dosis nkri tumbuh kuat
299,8/13/2022 5:47,Erfan Diara,Virus hasil mutasi memang biasanya lebih ganas jadi wajib diwaspadai. Oleh karena itu semua warga negara Indonesia yang berusia di atas 18 tahun wajib untuk suntik vaksin booster. NKRI Tumbuh Kuat,1,Virus hasil mutasi memang biasanya lebih ganas jadi wajib diwaspadai Oleh karena itu semua warga negara Indonesia yang berusia di atas tahun wajib untuk suntik vaksin booster NKRI Tumbuh Kuat,virus hasil mutasi memang biasanya lebih ganas jadi wajib diwaspadai oleh karena itu semua warga negara indonesia yang berusia di atas tahun wajib untuk suntik vaksin booster nkri tumbuh kuat,"['virus', 'hasil', 'mutasi', 'memang', 'biasanya', 'lebih', 'ganas', 'jadi', 'wajib', 'diwaspadai', 'oleh', 'karena', 'itu', 'semua', 'warga', 'negara', 'indonesia', 'yang', 'berusia', 'di', 'atas', 'tahun', 'wajib', 'untuk', 'suntik', 'vaksin', 'booster', 'nkri', 'tumbuh', 'kuat']","['virus', 'hasil', 'mutasi', 'ganas', 'wajib', 'diwaspadai', 'warga', 'negara', 'indonesia', 'berusia', 'wajib', 'suntik', 'vaksin', 'booster', 'nkri', 'tumbuh', 'kuat']",virus hasil mutasi ganas wajib waspada warga negara indonesia usia wajib suntik vaksin booster nkri tumbuh kuat
